iter,t_ns,dt_ns,jitter_ns,miss,workload_ratio,cpu_load,mode
73,5115179253122,20011004,11004,0,0.7,14.7,NORMAL
74,5115199264297,20011175,11175,0,0.7,6.5,NORMAL
75,5115219215690,19951393,48607,0,0.7,9.4,NORMAL
76,5115239242845,20027155,27155,0,0.7,6.2,NORMAL
77,5115259239533,19996688,3312,0,0.7,9.4,NORMAL
78,5115279248735,20009202,9202,0,0.7,9.4,NORMAL
79,5115299226968,19978233,21767,0,0.7,9.4,NORMAL
80,5115319191135,19964167,35833,0,0.7,9.4,NORMAL
81,5115339236454,20045319,45319,0,0.7,9.1,NORMAL
82,5115359420023,20183569,183569,0,0.7,9.4,NORMAL
83,5115379196517,19776494,223506,0,0.7,6.5,NORMAL
84,5115399257546,20061029,61029,0,0.7,9.4,NORMAL
85,5115419237723,19980177,19823,0,0.7,12.1,NORMAL
86,5115439243027,20005304,5304,0,0.7,6.5,NORMAL
87,5115459521415,20278388,278388,0,0.7,9.1,NORMAL
88,5115479260087,19738672,261328,0,0.7,9.4,NORMAL
89,5115499256575,19996488,3512,0,0.7,9.4,NORMAL
90,5115519237703,19981128,18872,0,0.7,9.4,NORMAL
91,5115539238659,20000956,956,0,0.7,9.4,NORMAL
92,5115559452596,20213937,213937,0,0.7,12.1,NORMAL
93,5115579284894,19832298,167702,0,0.7,6.5,NORMAL
94,5115599229915,19945021,54979,0,0.7,6.2,NORMAL
95,5115619210713,19980798,19202,0,0.7,6.3,NORMAL
96,5115639300737,20090024,90024,0,0.7,6.2,NORMAL
97,5115659310679,20009942,9942,0,0.7,6.5,NORMAL
98,5115679293541,19982862,17138,0,0.7,6.5,NORMAL
99,5115699236318,19942777,57223,0,0.7,9.1,NORMAL
100,5115719240189,20003871,3871,0,0.7,9.4,NORMAL
101,5115739371951,20131762,131762,0,0.7,6.2,NORMAL
102,5115759318725,19946774,53226,0,0.7,6.3,NORMAL
103,5115779246463,19927738,72262,0,0.7,9.4,NORMAL
104,5115799224857,19978394,21606,0,0.7,12.1,NORMAL
105,5115819250900,20026043,26043,0,0.7,15.6,NORMAL
106,5115839248119,19997219,2781,0,0.7,9.4,NORMAL
107,5115859251349,20003230,3230,0,0.7,6.2,NORMAL
108,5115879292340,20040991,40991,0,0.7,9.4,NORMAL
109,5115899250185,19957845,42155,0,0.7,6.5,NORMAL
110,5115919195877,19945692,54308,0,0.7,12.1,NORMAL
111,5115939259952,20064075,64075,0,0.7,6.5,NORMAL
112,5115959306203,20046251,46251,0,0.7,9.4,NORMAL
113,5115979253418,19947215,52785,0,0.7,9.4,NORMAL
114,5115999244715,19991297,8703,0,0.7,12.5,NORMAL
115,5116019267022,20022307,22307,0,0.7,9.4,NORMAL
116,5116039253941,19986919,13081,0,0.7,6.5,NORMAL
117,5116059272700,20018759,18759,0,0.7,9.4,NORMAL
118,5116079247677,19974977,25023,0,0.7,9.4,NORMAL
119,5116099204080,19956403,43597,0,0.7,6.5,NORMAL
120,5116119227017,20022937,22937,0,0.7,9.4,NORMAL
121,5116139257989,20030972,30972,0,0.7,9.4,NORMAL
122,5116159231734,19973745,26255,0,0.7,6.2,NORMAL
123,5116179239312,20007578,7578,0,0.7,9.4,NORMAL
124,5116199254685,20015373,15373,0,0.7,6.5,NORMAL
125,5116219230384,19975699,24301,0,0.7,9.4,NORMAL
126,5116239239445,20009061,9061,0,0.7,9.4,NORMAL
127,5116259244839,20005394,5394,0,0.7,9.1,NORMAL
128,5116279293284,20048445,48445,0,0.7,9.4,NORMAL
129,5116299254035,19960751,39249,0,0.7,9.4,NORMAL
130,5116319244461,19990426,9574,0,0.7,9.4,NORMAL
131,5116339238895,19994434,5566,0,0.7,9.4,NORMAL
132,5116359303069,20064174,64174,0,0.7,9.1,NORMAL
133,5116379285601,19982532,17468,0,0.7,6.5,NORMAL
134,5116399254867,19969266,30734,0,0.7,9.4,NORMAL
135,5116419235795,19980928,19072,0,0.7,6.5,NORMAL
136,5116439232673,19996878,3122,0,0.7,9.4,NORMAL
137,5116459234571,20001898,1898,0,0.7,6.2,NORMAL
138,5116479282025,20047454,47454,0,0.7,9.4,NORMAL
139,5116499210624,19928599,71401,0,0.7,9.7,NORMAL
140,5116519254611,20043987,43987,0,0.7,9.1,NORMAL
141,5116539240238,19985627,14373,0,0.7,6.5,NORMAL
142,5116559250973,20010735,10735,0,0.7,6.2,NORMAL
143,5116579288848,20037875,37875,0,0.7,12.1,NORMAL
144,5116599249258,19960410,39590,0,0.7,9.4,NORMAL
145,5116619227160,19977902,22098,0,0.7,6.2,NORMAL
146,5116639215573,19988413,11587,0,0.7,9.4,NORMAL
147,5116659285689,20070116,70116,0,0.7,9.4,NORMAL
148,5116679413944,20128255,128255,0,0.7,6.2,NORMAL
149,5116699236284,19822340,177660,0,0.7,9.4,NORMAL
150,5116719227091,19990807,9193,0,0.7,3.3,NORMAL
151,5116739221434,19994343,5657,0,0.7,11.8,NORMAL
152,5116759305146,20083712,83712,0,0.7,9.4,NORMAL
153,5116779296433,19991287,8713,0,0.7,6.2,NORMAL
154,5116799198343,19901910,98090,0,0.7,6.5,NORMAL
155,5116819220289,20021946,21946,0,0.7,12.5,NORMAL
156,5116839260398,20040109,40109,0,0.7,9.1,NORMAL
157,5116859291861,20031463,31463,0,0.7,6.5,NORMAL
158,5116879285554,19993693,6307,0,0.7,6.5,NORMAL
159,5116899224052,19938498,61502,0,0.7,12.1,NORMAL
160,5116919269802,20045750,45750,0,0.7,9.4,NORMAL
161,5116939257473,19987671,12329,0,0.7,6.5,NORMAL
162,5116959270402,20012929,12929,0,0.7,6.5,NORMAL
163,5116979281667,20011265,11265,0,0.7,12.5,NORMAL
164,5116999297731,20016064,16064,0,0.7,12.5,NORMAL
165,5117019273891,19976160,23840,0,0.7,9.4,NORMAL
166,5117039260550,19986659,13341,0,0.7,9.4,NORMAL
167,5117059246477,19985927,14073,0,0.7,6.5,NORMAL
168,5117079210594,19964117,35883,0,0.7,12.1,NORMAL
169,5117099268206,20057612,57612,0,0.7,6.5,NORMAL
170,5117119273080,20004874,4874,0,0.7,12.1,NORMAL
171,5117139276330,20003250,3250,0,0.7,9.4,NORMAL
172,5117159261626,19985296,14704,0,0.7,9.4,NORMAL
173,5117179278652,20017026,17026,0,0.7,9.4,NORMAL
174,5117199317810,20039158,39158,0,0.7,12.1,NORMAL
175,5117219263592,19945782,54218,0,0.7,9.4,NORMAL
176,5117239263076,19999484,516,0,0.7,6.5,NORMAL
177,5117259318053,20054977,54977,0,0.7,6.2,NORMAL
178,5117279227056,19909003,90997,0,0.7,9.4,NORMAL
179,5117299284438,20057382,57382,0,0.7,9.4,NORMAL
180,5117319254556,19970118,29882,0,0.7,9.4,NORMAL
181,5117339241435,19986879,13121,0,0.7,9.4,NORMAL
182,5117359239766,19998331,1669,0,0.7,6.2,NORMAL
183,5117379373312,20133546,133546,0,0.7,6.5,NORMAL
184,5117399344612,19971300,28700,0,0.7,12.1,NORMAL
185,5117419219130,19874518,125482,0,0.7,12.1,NORMAL
186,5117439270430,20051300,51300,0,0.7,6.5,NORMAL
187,5117459302184,20031754,31754,0,0.7,9.4,NORMAL
188,5117479354887,20052703,52703,0,0.7,6.2,NORMAL
189,5117499286543,19931656,68344,0,0.7,9.7,NORMAL
190,5117519267291,19980748,19252,0,0.7,12.1,NORMAL
191,5117539264840,19997549,2451,0,0.7,9.4,NORMAL
192,5117559255427,19990587,9413,0,0.7,6.5,NORMAL
193,5117579291249,20035822,35822,0,0.7,19.4,NORMAL
194,5117599270934,19979685,20315,0,0.7,21.2,NORMAL
195,5117619261010,19990076,9924,0,0.7,18.7,NORMAL
196,5117639250444,19989434,10566,0,0.7,12.5,NORMAL
197,5117659256710,20006266,6266,0,0.7,15.6,NORMAL
198,5117679354899,20098189,98189,0,0.7,12.5,NORMAL
199,5117699232463,19877564,122436,0,0.7,15.6,NORMAL
200,5117719243588,20011125,11125,0,0.7,15.6,NORMAL
201,5117739230668,19987080,12920,0,0.7,9.4,NORMAL
202,5117759298980,20068312,68312,0,0.7,3.2,NORMAL
203,5117779403891,20104911,104911,0,0.7,9.4,NORMAL
204,5117799257891,19854000,146000,0,0.7,12.1,NORMAL
205,5117819261231,20003340,3340,0,0.7,12.1,NORMAL
206,5117839276063,20014832,14832,0,0.7,15.6,NORMAL
207,5117859299792,20023729,23729,0,0.7,9.4,NORMAL
208,5117879337587,20037795,37795,0,0.7,6.5,NORMAL
209,5117899292877,19955290,44710,0,0.7,9.4,NORMAL
210,5117919261092,19968215,31785,0,0.7,6.5,NORMAL
211,5117939245026,19983934,16066,0,0.7,9.4,NORMAL
212,5117959254959,20009933,9933,0,0.7,9.4,NORMAL
213,5117979275952,20020993,20993,0,0.7,9.4,NORMAL
214,5117999223067,19947115,52885,0,0.7,12.5,NORMAL
215,5118019269829,20046762,46762,0,0.7,6.7,NORMAL
216,5118039259674,19989845,10155,0,0.7,6.3,NORMAL
217,5118059234982,19975308,24692,0,0.7,12.1,NORMAL
218,5118079319935,20084953,84953,0,0.7,6.5,NORMAL
219,5118099252543,19932608,67392,0,0.7,6.5,NORMAL
220,5118119229674,19977131,22869,0,0.7,12.5,NORMAL
221,5118139249636,20019962,19962,0,0.7,6.5,NORMAL
222,5118159237347,19987711,12289,0,0.7,9.4,NORMAL
223,5118179230047,19992700,7300,0,0.7,6.3,NORMAL
224,5118199236163,20006116,6116,0,0.7,6.5,NORMAL
225,5118219217762,19981599,18401,0,0.7,12.5,NORMAL
226,5118239245238,20027476,27476,0,0.7,6.2,NORMAL
227,5118259233089,19987851,12149,0,0.7,6.5,NORMAL
228,5118279229196,19996107,3893,0,0.7,6.2,NORMAL
229,5118299187552,19958356,41644,0,0.7,12.1,NORMAL
230,5118319263128,20075576,75576,0,0.7,9.7,NORMAL
231,5118339242023,19978895,21105,0,0.7,6.2,NORMAL
232,5118359234302,19992279,7721,0,0.7,9.4,NORMAL
233,5118379309097,20074795,74795,0,0.7,12.1,NORMAL
234,5118399252264,19943167,56833,0,0.7,6.7,NORMAL
235,5118419245946,19993682,6318,0,0.7,15.2,NORMAL
236,5118439277059,20031113,31113,0,0.7,9.1,NORMAL
237,5118459249551,19972492,27508,0,0.7,6.5,NORMAL
238,5118479311622,20062071,62071,0,0.7,9.4,NORMAL
239,5118499197392,19885770,114230,0,0.7,9.4,NORMAL
240,5118519225519,20028127,28127,0,0.7,9.7,NORMAL
241,5118539263003,20037484,37484,0,0.7,9.1,NORMAL
242,5118559248280,19985277,14723,0,0.7,6.5,NORMAL
243,5118579308818,20060538,60538,0,0.7,9.1,NORMAL
244,5118599293283,19984465,15535,0,0.7,9.4,NORMAL
245,5118619234897,19941614,58386,0,0.7,6.5,NORMAL
246,5118639226856,19991959,8041,0,0.7,6.2,NORMAL
247,5118659307852,20080996,80996,0,0.7,12.1,NORMAL
248,5118679307395,19999543,457,0,0.7,9.1,NORMAL
249,5118699232849,19925454,74546,0,0.7,6.5,NORMAL
250,5118719227624,19994775,5225,0,0.7,6.5,NORMAL
251,5118739222328,19994704,5296,0,0.7,6.2,NORMAL
252,5118759229145,20006817,6817,0,0.7,9.4,NORMAL
253,5118779303569,20074424,74424,0,0.7,6.2,NORMAL
254,5118799290799,19987230,12770,0,0.7,9.4,NORMAL
255,5118819496630,20205831,205831,0,0.7,12.1,NORMAL
256,5118839254800,19758170,241830,0,0.7,6.5,NORMAL
257,5118859231550,19976750,23250,0,0.7,6.5,NORMAL
258,5118879313779,20082229,82229,0,0.7,11.8,NORMAL
259,5118899225457,19911678,88322,0,0.7,9.4,NORMAL
260,5118919264384,20038927,38927,0,0.7,12.5,NORMAL
261,5118939278004,20013620,13620,0,0.7,6.2,NORMAL
262,5118959250687,19972683,27317,0,0.7,6.5,NORMAL
263,5118979251272,20000585,585,0,0.7,15.6,NORMAL
264,5118999268538,20017266,17266,0,0.7,9.4,NORMAL
265,5119019479038,20210500,210500,0,0.7,15.2,NORMAL
266,5119039262575,19783537,216463,0,0.7,6.5,NORMAL
267,5119059242432,19979857,20143,0,0.7,12.1,NORMAL
268,5119079315563,20073131,73131,0,0.7,9.1,NORMAL
269,5119099286162,19970599,29401,0,0.7,12.1,NORMAL
270,5119119291787,20005625,5625,0,0.7,12.5,NORMAL
271,5119139275480,19983693,16307,0,0.7,9.4,NORMAL
272,5119159238745,19963265,36735,0,0.7,9.4,NORMAL
273,5119179231616,19992871,7129,0,0.7,11.8,NORMAL
274,5119199255164,20023548,23548,0,0.7,9.4,NORMAL
275,5119219278663,20023499,23499,0,0.7,9.7,NORMAL
276,5119239271814,19993151,6849,0,0.7,9.4,NORMAL
277,5119259235610,19963796,36204,0,0.7,9.4,NORMAL
278,5119279305636,20070026,70026,0,0.7,9.1,NORMAL
279,5119299292475,19986839,13161,0,0.7,12.5,NORMAL
280,5119319256181,19963706,36294,0,0.7,6.5,NORMAL
281,5119339263148,20006967,6967,0,0.7,9.4,NORMAL
282,5119359261389,19998241,1759,0,0.7,9.4,NORMAL
283,5119379307149,20045760,45760,0,0.7,6.2,NORMAL
284,5119399303947,19996798,3202,0,0.7,9.4,NORMAL
285,5119419354076,20050129,50129,0,0.7,9.7,NORMAL
286,5119439280001,19925925,74075,0,0.7,12.1,NORMAL
287,5119459263043,19983042,16958,0,0.7,6.5,NORMAL
288,5119479299576,20036533,36533,0,0.7,6.3,NORMAL
289,5119499302766,20003190,3190,0,0.7,9.4,NORMAL
290,5119519328939,20026173,26173,0,0.7,9.7,NORMAL
291,5119539273990,19945051,54949,0,0.7,9.1,NORMAL
292,5119559257814,19983824,16176,0,0.7,6.5,NORMAL
293,5119579305147,20047333,47333,0,0.7,9.1,NORMAL
294,5119599469229,20164082,164082,0,0.7,9.4,NORMAL
295,5119619233119,19763890,236110,0,0.7,6.5,NORMAL
296,5119639225429,19992310,7690,0,0.7,9.1,NORMAL
297,5119659300534,20075105,75105,0,0.7,6.2,NORMAL
298,5119679306149,20005615,5615,0,0.7,6.2,NORMAL
299,5119699287899,19981750,18250,0,0.7,12.1,NORMAL
300,5119719244121,19956222,43778,0,0.7,6.5,NORMAL
301,5119739233294,19989173,10827,0,0.7,6.2,NORMAL
302,5119759440007,20206713,206713,0,0.7,9.1,NORMAL
303,5119779309516,19869509,130491,0,0.7,6.5,NORMAL
304,5119799371286,20061770,61770,0,0.7,11.8,NORMAL
305,5119819378624,20007338,7338,0,0.7,12.5,NORMAL
306,5119839269403,19890779,109221,0,0.7,6.5,NORMAL
307,5119859260250,19990847,9153,0,0.7,15.6,NORMAL
308,5119879259593,19999343,657,0,0.7,9.1,NORMAL
309,5119899285816,20026223,26223,0,0.7,10.0,NORMAL
310,5119919264400,19978584,21416,0,0.7,27.3,NORMAL
311,5119939303838,20039438,39438,0,0.7,18.8,NORMAL
312,5119959287372,19983534,16466,0,0.7,18.7,NORMAL
313,5119979268019,19980647,19353,0,0.7,12.1,NORMAL
314,5119999545004,20276985,276985,0,0.7,9.7,NORMAL
315,5120019302102,19757098,242902,0,0.7,14.7,NORMAL
316,5120039225892,19923790,76210,0,0.7,6.7,NORMAL
317,5120059245473,20019581,19581,0,0.7,9.4,NORMAL
318,5120079273079,20027606,27606,0,0.7,9.4,NORMAL
319,5120099361660,20088581,88581,0,0.7,11.8,NORMAL
320,5120119296552,19934892,65108,0,0.7,9.7,NORMAL
321,5120139298479,20001927,1927,0,0.7,9.7,NORMAL
322,5120159285058,19986579,13421,0,0.7,11.8,NORMAL
323,5120179273901,19988843,11157,0,0.7,6.5,NORMAL
324,5120199316095,20042194,42194,0,0.7,9.4,NORMAL
325,5120219310248,19994153,5847,0,0.7,12.5,NORMAL
326,5120239277521,19967273,32727,0,0.7,15.6,NORMAL
327,5120259255253,19977732,22268,0,0.7,6.5,NORMAL
328,5120279253955,19998702,1298,0,0.7,14.7,NORMAL
329,5120299292581,20038626,38626,0,0.7,6.5,NORMAL
330,5120319297004,20004423,4423,0,0.7,9.4,NORMAL
331,5120339273133,19976129,23871,0,0.7,6.5,NORMAL
332,5120359268037,19994904,5096,0,0.7,9.4,NORMAL
333,5120379263022,19994985,5015,0,0.7,9.4,NORMAL
334,5120399261614,19998592,1408,0,0.7,9.4,NORMAL
335,5120419237162,19975548,24452,0,0.7,9.4,NORMAL
336,5120439294494,20057332,57332,0,0.7,12.1,NORMAL
337,5120459226861,19932367,67633,0,0.7,6.5,NORMAL
338,5120479244658,20017797,17797,0,0.7,9.4,NORMAL
339,5120499255493,20010835,10835,0,0.7,27.3,NORMAL
340,5120519321601,20066108,66108,0,0.7,21.9,NORMAL
341,5120539528494,20206893,206893,0,0.7,9.7,NORMAL
342,5120559266215,19737721,262279,0,0.7,9.4,NORMAL
343,5120579266149,19999934,66,0,0.7,9.1,NORMAL
344,5120599296801,20030652,30652,0,0.7,9.4,NORMAL
345,5120619277589,19980788,19212,0,0.7,9.7,NORMAL
346,5120639403911,20126322,126322,0,0.7,6.5,NORMAL
347,5120659240167,19836256,163744,0,0.7,6.2,NORMAL
348,5120679305514,20065347,65347,0,0.7,9.1,NORMAL
349,5120699252789,19947275,52725,0,0.7,6.5,NORMAL
350,5120719257251,20004462,4462,0,0.7,6.5,NORMAL
351,5120739248359,19991108,8892,0,0.7,6.5,NORMAL
352,5120759228666,19980307,19693,0,0.7,6.2,NORMAL
353,5120779248207,20019541,19541,0,0.7,12.1,NORMAL
354,5120799329684,20081477,81477,0,0.7,6.2,NORMAL
355,5120819270787,19941103,58897,0,0.7,9.7,NORMAL
356,5120839259490,19988703,11297,0,0.7,9.4,NORMAL
357,5120859253313,19993823,6177,0,0.7,6.2,NORMAL
358,5120879289054,20035741,35741,0,0.7,6.5,NORMAL
359,5120899324816,20035762,35762,0,0.7,12.1,NORMAL
360,5120919245571,19920755,79245,0,0.7,9.4,NORMAL
361,5120939354199,20108628,108628,0,0.7,15.6,NORMAL
362,5120959283059,19928860,71140,0,0.7,9.4,NORMAL
363,5120979279517,19996458,3542,0,0.7,12.5,NORMAL
364,5120999342149,20062632,62632,0,0.7,6.2,NORMAL
365,5121019268514,19926365,73635,0,0.7,12.5,NORMAL
366,5121039279118,20010604,10604,0,0.7,18.8,NORMAL
367,5121059318326,20039208,39208,0,0.7,16.1,NORMAL
368,5121079258107,19939781,60219,0,0.7,18.2,NORMAL
369,5121099313545,20055438,55438,0,0.7,12.1,NORMAL
370,5121119349627,20036082,36082,0,0.7,10.0,NORMAL
371,5121139535020,20185393,185393,0,0.7,15.2,NORMAL
372,5121159284523,19749503,250497,0,0.7,6.5,NORMAL
373,5121179269739,19985216,14784,0,0.7,9.4,NORMAL
374,5121199304038,20034299,34299,0,0.7,9.7,NORMAL
375,5121219404090,20100052,100052,0,0.7,15.2,NORMAL
376,5121239510334,20106244,106244,0,0.7,9.4,NORMAL
377,5121259285936,19775602,224398,0,0.7,9.7,NORMAL
378,5121279267726,19981790,18210,0,0.7,9.1,NORMAL
379,5121299317424,20049698,49698,0,0.7,6.5,NORMAL
380,5121319264709,19947285,52715,0,0.7,9.7,NORMAL
381,5121339267659,20002950,2950,0,0.7,12.1,NORMAL
382,5121359267793,20000134,134,0,0.7,6.2,NORMAL
383,5121379285811,20018018,18018,0,0.7,12.1,NORMAL
384,5121399314910,20029099,29099,0,0.7,6.5,NORMAL
385,5121419290468,19975558,24442,0,0.7,9.4,NORMAL
386,5121439234677,19944209,55791,0,0.7,9.7,NORMAL
387,5121459290105,20055428,55428,0,0.7,15.6,NORMAL
388,5121479284238,19994133,5867,0,0.7,19.4,NORMAL
389,5121499258855,19974617,25383,0,0.7,21.2,NORMAL
390,5121519242188,19983333,16667,0,0.7,21.9,NORMAL
391,5121539314979,20072791,72791,0,0.7,6.5,NORMAL
392,5121559259398,19944419,55581,0,0.7,14.7,NORMAL
393,5121579264783,20005385,5385,0,0.7,9.7,NORMAL
394,5121599302107,20037324,37324,0,0.7,6.2,NORMAL
395,5121619222261,19920154,79846,0,0.7,12.1,NORMAL
396,5121639244206,20021945,21945,0,0.7,9.1,NORMAL
397,5121659218963,19974757,25243,0,0.7,6.5,NORMAL
398,5121679303526,20084563,84563,0,0.7,6.2,NORMAL
399,5121699305955,20002429,2429,0,0.7,6.3,NORMAL
400,5121719282294,19976339,23661,0,0.7,9.4,NORMAL
401,5121739250378,19968084,31916,0,0.7,9.4,NORMAL
402,5121759238410,19988032,11968,0,0.7,6.2,NORMAL
403,5121779306262,20067852,67852,0,0.7,6.2,NORMAL
404,5121799316786,20010524,10524,0,0.7,6.5,NORMAL
405,5121819292334,19975548,24452,0,0.7,9.4,NORMAL
406,5121839269655,19977321,22679,0,0.7,14.7,NORMAL
407,5121859293374,20023719,23719,0,0.7,3.3,NORMAL
408,5121879275815,19982441,17559,0,0.7,25.0,NORMAL
409,5121899291509,20015694,15694,0,0.7,19.4,NORMAL
410,5121919339974,20048465,48465,0,0.7,21.2,NORMAL
411,5121939300273,19960299,39701,0,0.7,21.2,NORMAL
412,5121959361773,20061500,61500,0,0.7,16.7,NORMAL
413,5121979289521,19927748,72252,0,0.7,21.9,NORMAL
414,5121999281661,19992140,7860,0,0.7,21.2,NORMAL
415,5122019275042,19993381,6619,0,0.7,12.9,NORMAL
416,5122039301576,20026534,26534,0,0.7,15.6,NORMAL
417,5122059299817,19998241,1759,0,0.7,9.4,NORMAL
418,5122079280665,19980848,19152,0,0.7,12.5,NORMAL
419,5122099312249,20031584,31584,0,0.7,12.5,NORMAL
420,5122119269142,19956893,43107,0,0.7,12.5,NORMAL
421,5122139394181,20125039,125039,0,0.7,15.6,NORMAL
422,5122159234255,19840074,159926,0,0.7,9.7,NORMAL
423,5122179301124,20066869,66869,0,0.7,12.1,NORMAL
424,5122199310717,20009593,9593,0,0.7,12.5,NORMAL
425,5122219507631,20196914,196914,0,0.7,12.1,NORMAL
426,5122239350800,19843169,156831,0,0.7,12.9,NORMAL
427,5122259240186,19889386,110614,0,0.7,12.5,NORMAL
428,5122279285766,20045580,45580,0,0.7,6.7,NORMAL
429,5122299318432,20032666,32666,0,0.7,12.1,NORMAL
430,5122319351859,20033427,33427,0,0.7,15.2,NORMAL
431,5122339305906,19954047,45953,0,0.7,9.7,NORMAL
432,5122359281505,19975599,24401,0,0.7,12.5,NORMAL
433,5122379281649,20000144,144,0,0.7,9.4,NORMAL
434,5122399310547,20028898,28898,0,0.7,6.5,NORMAL
435,5122419291896,19981349,18651,0,0.7,17.6,NORMAL
436,5122439323299,20031403,31403,0,0.7,12.5,NORMAL
437,5122459270755,19947456,52544,0,0.7,6.7,NORMAL
438,5122479237096,19966341,33659,0,0.7,6.2,NORMAL
439,5122499236709,19999613,387,0,0.7,9.4,NORMAL
440,5122519289442,20052733,52733,0,0.7,12.1,NORMAL
441,5122539246516,19957074,42926,0,0.7,12.1,NORMAL
442,5122559250948,20004432,4432,0,0.7,6.5,NORMAL
443,5122579286720,20035772,35772,0,0.7,9.7,NORMAL
444,5122599302373,20015653,15653,0,0.7,12.1,NORMAL
445,5122619299061,19996688,3312,0,0.7,9.4,NORMAL
446,5122639216269,19917208,82792,0,0.7,6.5,NORMAL
447,5122659260867,20044598,44598,0,0.7,11.8,NORMAL
448,5122679235684,19974817,25183,0,0.7,6.3,NORMAL
